-9.5409	-1.2392	-0.77468	-0.083726	-0.054422	2.3448	-9.6597	1.353	0.78108	-0.52158	-0.049116	0.026045	0.18323	-0.86815	-7.0806	-6.6875	2.249	-0.64902	-0.13758	0.82328	-1.6286	-1.2796	-2.5469	0
-9.5641	-1.5915	-0.92218	-0.15489	-0.1214	2.0888	-9.4906	1.4318	0.77922	-0.52533	-0.039293	0.37872	0.54667	-0.59024	-6.8389	-6.5352	2.4753	-0.64902	-0.13758	0.82328	-1.2749	-1.8203	-1.8124	0
-9.5849	-1.5612	-0.94051	-0.25118	-0.17582	2.1386	-9.4919	1.3072	0.77922	-0.52533	-0.039293	0.555	0.54491	-0.44945	-6.6737	-6.6865	2.3532	-0.64902	-0.13758	0.82328	-1.4563	-1.9999	-1.8142	0
-9.7097	-1.3823	-0.77703	-0.26374	-0.1842	2.2127	-9.6292	1.4365	0.77922	-0.52533	-0.039293	0.55505	0.72839	-0.45129	-6.7865	-6.4962	2.3835	-0.63922	-0.14579	0.83621	-1.4509	-1.4592	-2.1805	0
-9.7578	-1.503	-0.87211	-0.38514	-0.24699	2.2195	-9.6426	1.0817	0.77922	-0.52533	-0.039293	0.38299	0.36314	-0.73279	-6.6627	-6.4775	2.249	-0.63922	-0.14579	0.83621	-1.0881	-1.089	-1.0939	0
-9.5498	-1.2999	-0.76962	-0.74097	-0.37258	2.2928	-9.6007	1.3137	0.7885	-0.52345	-0.049116	0.91639	1.0918	-0.46215	-6.6701	-6.4053	2.4714	-0.63922	-0.14579	0.83621	-1.2622	-0.55009	-1.8248	0
-9.526	-1.4764	-1.2802	2.4197	1.5238	2.1428	-9.6976	1.5261	0.7885	-0.52345	-0.049116	0.55933	0.54487	-0.59384	-6.7596	-6.525	2.4967	-0.63922	-0.14579	0.83621	-1.0791	-0.18534	-1.4638	0
-9.8728	-1.3096	-1.1389	1.5029	1.4819	2.2999	-9.2738	1.3301	0.7885	-0.52345	-0.049116	0.56361	0.36134	-0.73639	-6.8996	-6.2859	2.4149	-0.64314	-0.1232	0.8319	-1.0863	-0.90754	-1.0957	0
-9.5595	-1.3197	-0.82403	-0.9461	-0.45631	2.3029	-9.5108	1.3912	0.78108	-0.52908	-0.062868	0.74	0.72654	-0.59927	-6.81	-6.6047	2.5344	-0.64314	-0.1232	0.8319	-1.0917	-1.4483	-0.72937	0
-9.6852	-1.5963	-0.56472	-0.21769	-0.1214	2.1291	-9.6112	1.2595	0.78108	-0.52908	-0.062868	0.74	0.72654	-0.59927	-6.9013	-6.4348	2.522	-0.64314	-0.1232	0.8319	-0.91209	-1.4428	-0.0038137	0
-9.5772	-1.4406	-0.8665	-0.18838	-0.092098	2.1723	-9.5887	1.5215	0.78108	-0.52908	-0.062868	0.74444	1.0935	-0.74732	-6.8499	-6.6678	2.2187	-0.62549	-0.13758	0.82543	-0.73258	-1.4446	-0.00020575	0
-9.6302	-1.3203	-0.83461	-0.16745	-0.10466	2.0879	-9.6116	1.2174	0.78479	-0.52533	-0.041257	0.74005	0.91003	-0.6011	-6.8289	-6.5652	2.4842	-0.62549	-0.13758	0.82543	-0.3627	-0.363	-0.36463	0
-9.7408	-1.3424	-0.7524	-0.13396	-0.096285	2.1425	-9.738	1.4512	0.78479	-0.52533	-0.041257	0.37877	0.73016	-0.59208	-6.829	-6.688	2.1968	-0.62549	-0.13758	0.82543	0.0054797	0.54797	0.35564	0
-9.5722	-1.6909	-1.089	-0.092098	-0.062794	2.2513	-9.5814	1.2622	0.78479	-0.52533	-0.041257	0.73572	0.91007	-0.45672	-6.9535	-6.3244	2.5588	-0.62549	-0.13758	0.82543	0.0091087	0.91087	0.35208	0
-9.4682	-1.3392	-0.80473	-0.0041863	-0.0083726	2.1393	-9.5712	1.2928	0.78479	-0.52533	-0.041257	0.56372	0.72831	-0.74006	-6.7331	-6.4674	2.26	-0.64118	-0.13347	0.83621	0.36085	0.17793	0.0054376	0
-9.5851	-1.5547	-0.58203	0.062794	0.0041863	2.0165	-9.6115	1.2271	0.79035	-0.52345	-0.045187	0.56366	0.54482	-0.73822	-6.7955	-6.3669	2.3067	-0.64118	-0.13347	0.83621	0.35903	-0.0035182	0.0072158	0
-9.8099	-1.4218	-0.95954	0.037677	-0.041863	2.2014	-9.5803	1.3763	0.79035	-0.52345	-0.045187	0.92067	0.90822	-0.6047	-6.6626	-6.6769	2.312	-0.64118	-0.13347	0.83621	-0.0055158	-0.55158	-0.71662	0
-9.3555	-1.418	-0.88552	-0.029304	-0.075353	2.2043	-9.6473	1.6022	0.79035	-0.52345	-0.045187	1.1013	0.90642	-0.60829	-6.6751	-6.789	2.098	-0.63922	-0.12526	0.82974	0.17767	-0.18682	-0.35559	0
-9.3817	-1.6202	-0.89319	-0.11303	-0.087912	2.2832	-9.6101	1.3652	0.77551	-0.52158	-0.049116	1.11	1.0898	-0.8989	-6.7474	-6.5059	2.4143	-0.63922	-0.12526	0.82974	0.18126	0.17247	-0.72012	0
-9.6202	-1.311	-0.73905	-0.18001	-0.10884	2.2598	-9.4131	1.2603	0.77551	-0.52158	-0.049116	0.74428	0.54302	-0.74182	-6.7313	-6.4381	2.1885	-0.63922	-0.12526	0.82974	0.18126	0.17247	-0.72012	0
-9.5416	-1.2005	-0.60278	-0.2428	-0.12977	2.1219	-9.6081	1.5616	0.77551	-0.52158	-0.049116	1.1056	0.72289	-0.75084	-6.7742	-6.5667	2.3279	-0.63922	-0.12526	0.82974	0.18122	0.16887	-1.0811	0
-9.5558	-1.5009	-0.88245	-0.26792	-0.15908	2.0697	-9.6794	1.3701	0.77551	-0.52158	-0.049116	1.1013	0.90642	-0.60829	-6.6914	-6.3982	2.1801	-0.61961	-0.13552	0.8125	0.36077	0.17072	-0.71651	0
-9.349	-1.239	-0.59572	-0.26792	-0.14652	2.285	-9.7683	1.3886	0.77365	-0.51782	-0.047151	0.92933	0.90814	-0.89347	-6.7095	-6.5649	2.5051	-0.61961	-0.13552	0.8125	0.36077	0.17072	-0.71651	0
-9.5469	-1.4408	-0.82441	-0.25955	-0.13815	2.2428	-9.6397	1.3738	0.77365	-0.51782	-0.047151	1.1055	0.5394	-0.749	-6.5504	-6.568	2.2029	-0.61961	-0.13552	0.8125	0.3607	0.1635	-1.4385	0
-9.7481	-1.4824	-0.90184	-0.2763	-0.18001	2.2038	-9.7079	1.4846	0.77365	-0.51782	-0.047151	1.1013	0.90642	-0.60829	-6.7062	-6.5262	2.382	-0.63922	-0.14579	0.82328	-0.001995	-0.1995	-1.8031	0
-9.0925	-1.4379	-0.65573	-0.24699	-0.11722	2.049	-9.6697	1.3495	0.76623	-0.52533	-0.037328	1.1056	0.72289	-0.75084	-6.7792	-6.7578	2.2246	-0.63922	-0.14579	0.82328	0.35707	-0.19941	-1.4349	0
