-9.6997	-0.87525	-0.96298	-0.029304	-0.07954	0.28409	-9.5692	1.4931	0.70501	-0.48968	0.058939	0.19372	0.36504	-0.44043	-0.9863	-8.7188	4.1161	0.6451	-0.45175	0.69181	0.71991	0.17803	0.37363	0
-9.489	-0.80103	-1.1037	-0.062794	-0.092098	0.41798	-9.698	1.488	0.70501	-0.48968	0.058939	0.37005	0.54676	-0.30147	-0.98795	-9.0372	4.2773	0.66667	-0.44353	0.6681	0.5404	0.17978	0.37002	0
-9.5541	-1.0831	-1.2448	-0.075353	-0.11722	0.33479	-9.5896	1.4405	0.69388	-0.48593	0.078585	0.37005	0.54676	-0.30147	-0.89327	-8.7099	4.0124	0.66667	-0.44353	0.6681	0.72539	0.72599	0.72927	0
-9.368	-0.79141	-0.93438	-0.092098	-0.12977	0.27516	-9.648	1.5412	0.69388	-0.48593	0.078585	0.37877	0.73016	-0.59208	-0.95632	-8.7986	4.1434	0.66667	-0.44353	0.6681	0.54392	0.53186	-0.71646	0
-9.6678	-0.95335	-1.2016	-0.092098	-0.12977	0.32434	-9.6298	1.3759	0.69388	-0.48593	0.078585	0.37005	0.54676	-0.30147	-0.95808	-8.5089	4.1058	0.66863	-0.45175	0.69181	0.5421	0.35041	-0.71468	0
-9.4274	-0.85192	-1.003	-0.092098	-0.13396	0.43008	-9.7661	1.6097	0.70501	-0.47842	0.05501	0.18939	0.36508	-0.29604	-1.197	-8.6289	4.1102	0.66863	-0.45175	0.69181	0.72176	0.36309	0.73283	0
-9.6987	-0.92391	-1.1463	-0.10047	-0.13815	0.27649	-9.7666	1.5561	0.70501	-0.47842	0.05501	0.37011	0.73024	-0.3033	-0.96958	-8.6779	4.2119	0.66863	-0.45175	0.69181	0.5367	-0.19034	-0.34837	0
-9.7199	-0.87377	-1.1313	-0.07954	-0.13815	0.31611	-9.7278	1.4751	0.70501	-0.47842	0.05501	0.37011	0.73024	-0.3033	-0.77334	-8.6501	3.9946	0.66863	-0.45175	0.69181	0.54029	0.16896	-0.71291	0
-9.4945	-1.034	-1.0404	-0.07954	-0.12977	0.26331	-9.6396	1.3852	0.70501	-0.47842	0.05501	0.01305	0.18336	-0.43499	-1.0835	-8.64	3.9951	0.66275	-0.43326	0.66595	0.54755	0.89477	-0.72002	0
-9.685	-1.1051	-1.1942	-0.092098	-0.1214	0.48946	-9.6479	1.5433	0.72356	-0.48218	0.064833	0.37005	0.54676	-0.30147	-0.99516	-8.7093	4.075	0.66275	-0.43326	0.66595	0.54577	0.71692	-0.35726	0
-9.5761	-0.99217	-1.2682	-0.07954	-0.12977	0.36777	-9.7072	1.56	0.72356	-0.48218	0.064833	0.37	0.36327	-0.29963	-0.97735	-8.7085	4.1479	0.66275	-0.43326	0.66595	0.72351	0.53732	0.0090969	0
-9.448	-0.83079	-1.1169	-0.041863	-0.075353	0.34677	-9.6778	1.53	0.72356	-0.48218	0.064833	0.37877	0.73016	-0.59208	-0.98478	-8.7692	4.0824	0.66471	-0.44353	0.70474	0.54029	0.16896	-0.71291	0
-9.7237	-0.6829	-1.0299	0.020931	-0.025118	0.36672	-9.8483	1.3133	0.70315	-0.48593	0.062868	0.37005	0.54676	-0.30147	-0.9724	-8.6769	4.3057	0.66471	-0.44353	0.70474	0.54033	0.17257	-0.35193	0
-9.604	-0.60874	-1.2548	0.07954	0.0083726	0.42913	-9.797	1.4832	0.70315	-0.48593	0.062868	0.19805	0.36499	-0.58481	-0.83906	-8.7777	4.2278	0.66471	-0.44353	0.70474	0.72347	0.53371	-0.35188	0
-9.7623	-0.7739	-1.0591	0.029304	-0.037677	0.35632	-9.7184	1.4239	0.70315	-0.48593	0.062868	0.36578	0.73029	-0.15892	-1.137	-8.6289	4.1102	0.66471	-0.44353	0.70474	0.5457	0.7097	-1.0792	0
-9.6169	-0.9725	-1.2559	-0.083726	-0.11722	0.25474	-9.768	1.4204	0.70315	-0.48593	0.062868	0.01316	0.55033	-0.43867	-0.90689	-8.7485	4.1459	0.67843	-0.45791	0.68966	0.54029	0.16896	-0.71291	0
-9.6549	-1.0932	-1.3405	-0.10884	-0.14233	0.33412	-9.5302	1.4331	0.69017	-0.48218	0.068762	0.0088284	0.55037	-0.29428	-0.85658	-8.5859	4.4145	0.67843	-0.45791	0.68966	0.71799	-0.014255	-0.70752	0
